Agency_Name,Laboratory_Name,Laboratory_ID,Facility,Address,ZIP Code,City,State,Country,Description,Type,Link,POC Email,POC Phone
DOE,Lawrence Berkeley National Laboratory,,Stove Testing Facility (IAQ),1 Cyclotron Road,94720,Berkeley,CA,US,"The Indoor Environment Group has a unique testing facility for evaluating pollutant emissions and fuel consumption of stoves used in the developing world.  The facility is used to evaluate prototype stove designs and to compare existing products.  This facility has been used to test many stoves, including wood, charcoal, and coal cooking and heating stoves.",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Range Hood Test Facility (IAQ),1 Cyclotron Road,94720,Berkeley,CA,US,"The Indoor Environment Group has a unique laboratory, plus associated protocols and instrumentation systems designed to characterize the performance of residential range hoods. The facility enables characterization of pollutant emissions associated with cooking devices and cooking activities. Performance measures include airflow, sound pressure and pollutant capture efficiency.",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Livermore National Laboratory ,,Biomedical Accelerator Mass Spectrometry, 7000 East Ave.,94550,Livermore,CA,US,"Industrial partner projects focus on big, complex challenges and opportunities like smart grid, weather forecasting for renewable energy sources, alternative energy and transportation technologies, medical diagnostics, pharmaceutical and medical device development, and additive manufacturing, as well as cross-cutting technologies, such as virtual prototyping and testing, multi-science research, software application optimization, development tools, big data visualization, and exascale computer architecture development. Individual companies can also access a full range of trusted national laboratory scientific, algorithmic and application software support options through the HPCIC.",User Facility,https://bioams.llnl.gov,ipo@list.llnl.gov,(925) 422-6416
DOE,Lawrence Livermore National Laboratory ,,Center for Accelerator Mass Spectrometry, 7000 East Ave.,94550,Livermore,CA,US,"CAMS is a signature facility of LLNL that uses diverse analytical techniques and state of the art instrumentation, to develop and apply unique, ultra-sensitive isotope ratio measurement and ion beam analytical techniques to address a broad spectrum of scientific needs important to the Laboratory and the nation.",User Facility,,ipo@list.llnl.gov,(925) 422-6416
DOE,Lawrence Livermore National Laboratory ,,High Explosives Applications Facility, 7000 East Ave.,94550,Livermore,CA,US,"HEAF's expansive first floor houses the many laboratories and facilities that make HEAF unique in the world. Chemistry laboratories exist for the synthesis, formulation, characterization, and testing of high explosives and other energetic materials. The firing operations area of HEAF includes seven (7) fully contained firing vessels. The size and explosive weight ratings of these detonation tanks vary from gram quantities up to 10 kilograms (22 pounds) net explosive weight. HEAF is equipped with extensive, high-fidelity, high-speed diagnostic capabilities including x-ray radiography, x-ray tomography, high-speed photography, laser velocimetry, and embedded particle velocity/pressure measurements. Many of these diagnostics are integrated into the firing tanks to provide abundant dynamic data return. The combination of cutting-edge computational analysis and highly diagnosed experiments provides the required approach to achieve rapid and efficient advances in energetic material research.",User Facility,https://wci.llnl.gov/fac/heaf/activities_ops.html,ipo@list.llnl.gov,(925) 422-6416
DOE,Lawrence Livermore National Laboratory ,,Jupiter Laser Facility, 7000 East Ave.,94550,Livermore,CA,US,"The Jupiter Laser Facility is an institutional user facility in the Physical and Life Sciences Directorate at LLNL. The facility is designed to provide a high degree of experimental flexibility and high laser shot rates, and to allow direct user operation of experiments. JLF missions are to support lab-wide research pertinent to LLNL programs (e.g. HED Science), to promote collaborations with research institutions and universities (see http://ilsa.llnl.gov), and to provide a stimulating environment for the training of young scientists with a special emphasis on the National Ignition Facility, NIF (see http://lasers.llnl.gov).",User Facility,https://jlf.llnl.gov/index.php,ipo@list.llnl.gov,(925) 422-6416
DOE,Lawrence Livermore National Laboratory ,,National Atmospheric Release Advisory Center, 7000 East Ave.,94550,Livermore,CA,US,"The National Atmospheric Release Advisory Center, NARAC, provides tools and services to the Federal Government, that map the probable spread of hazardous material accidentally or intentionally released into the atmosphere. NARAC provides atmospheric plume predictions in time for an emergency manager to decide if taking protective action is necessary to protect the health and safety of people in affected areas.
Located at the Lawrence Livermore National Laboratory, NARAC is a national support and resource center for planning, real-time assessment, emergency response, and detailed studies of incidents involving a wide variety of hazards, including nuclear, radiological, chemical, biological, and natural emissions.
",User Facility,https://narac.llnl.gov,ipo@list.llnl.gov,(925) 422-6416
DOE,Lawrence Livermore National Laboratory ,,National Ignition Facility, 7000 East Ave.,94550,Livermore,CA,US,"The National Ignition Facility provides the scientific community with an unprecedented capability for studying materials at extreme pressures, temperatures, and densities. NIF is expected to achieve temperatures and densities almost an order of magnitude greater than those in the sun’s core and pressures far in excess of those at the core of Jupiter. The density of neutrons during the tens of picoseconds the NIF target undergoes ignition is expected to be 1033 per cubic centimeter.

 NIF experiments allow the study of physical processes at temperatures approaching 100 million kelvins, radiation temperatures of more than 3.5 million kelvins, densities greater than 1,000 g/cm3 and pressures of more than 100 billion atmospheres. These conditions have never been created in a laboratory environment and exist naturally only during thermonuclear burn, in supernovae and in the fusion reactions that power our stars.
",User Facility,https://lasers.llnl.gov/for-users,ipo@list.llnl.gov,(925) 422-6416
DOE,Lawrence Livermore National Laboratory ,,Program for Climate Model Diagnosis and Intercomparison, 7000 East Ave.,94550,Livermore,CA,US,"PCMDI was established in 1989 at the Lawrence Livermore National Laboratory (LLNL), located in the San Francisco Bay area, in California. Our staff includes research scientists, computer scientists, and diverse support personnel. We are primarily funded by the Regional and Global Climate Modeling (RGCM) Program and the Atmospheric System Research (ASR) Program of the Climate and Environmental Sciences Division of the U.S. Department of Energy's Office of Science, Biological and Environmental Research (BER) program.
The PCMDI mission is to develop improved methods and tools for the diagnosis and intercomparison of general circulation models (GCMs) that simulate the global climate. The need for innovative analysis of GCM climate simulations is apparent, as increasingly more complex models are developed, while the disagreements among these simulations and relative to climate observations remain significant and poorly understood. The nature and causes of these disagreements must be accounted for in a systematic fashion in order to confidently use GCMs for simulation of putative global climate change.
PCMDI's mission demands that we work on both scientific projects and infrastructural tasks. Our current scientific projects  focus on supporting model intercomparison, on developing a model parameterization testbed, identification of robust Cloud Feedbacks in observations and models and on devising robust statistical methods for climate-change detection/attribution. Examples of ongoing infrastructural tasks include the development of software for data management, visualization, and computation ; the assembly/organization of observational data sets for model validation; and the consistent documentation of climate model features.
",User Facility,http://www-pcmdi.llnl.gov/,ipo@list.llnl.gov,(925) 422-6416
DOE,Lawrence Livermore National Laboratory ,,Site 300, 7000 East Ave.,94550,Livermore,CA,US,"Lawrence Livermore National Laboratory’s Site 300 is an experimental test site operated by the Lawrence Livermore National Security, LLC, for the Department of Energy's National Nuclear Security Administration. It is situated on 7,000 acres in rural foothills approximately six miles southwest of downtown Tracy and 15 miles southeast of Livermore. 
Site 300 was established in 1955 as a non-nuclear explosives test facility to support Livermore Laboratory’s national security mission. The site gets its name from the early days of Lawrence Livermore, when the main laboratory was called Site 200 and the test facility was Site 300 (Lawrence Berkeley National Laboratory was Site 100). Today, work at Site 300 supports the Laboratory’s nuclear weapons program by assessing the operation of non-nuclear weapon components using hydrodynamic testing and advanced diagnostics, such as high-speed optics and X-ray radiography. These efforts support the nation’s Stockpile Stewardship Program (SSP), which is designed to ensure the safety, security and reliability of the U.S. nuclear weapons stockpile
",User Facility,https://wci.llnl.gov/fac/site300/,ipo@list.llnl.gov,(925) 422-6416
